[2024-05-15 10:45:14] | URL : http://127.0.0.1:9000/public//vendors/datatables.net-bs5/css/dataTables.bootstrap5.min.css | 404 | Duration : 0.21ms 
[2024-05-15 10:45:15] | URL : http://127.0.0.1:9000/public//vendors/datatables.net-responsive-bs5/css/responsive.bootstrap5.min.css | 404 | Duration : 0.36ms 
[2024-05-15 10:45:16] | URL : http://127.0.0.1:9000/public//vendors/sweetalert2/dist/sweetalert2.min.css | 404 | Duration : 0.44ms 
[2024-05-15 10:45:16] | URL : http://127.0.0.1:9000/public//dist/css/style.css | 404 | Duration : 0.22ms 
[2024-05-15 10:45:17] | URL : http://127.0.0.1:9000/public//vendors/select2/dist/css/select2.min.css | 404 | Duration : 0.20ms 
[2024-05-15 10:45:18] | URL : http://127.0.0.1:9000/public//vendors/leaflet/leaflet.css | 404 | Duration : 0.20ms 
[2024-05-15 10:45:18] | URL : http://127.0.0.1:9000/public//tooltip-dw.css | 404 | Duration : 0.20ms 
[2024-05-15 10:45:19] | URL : http://127.0.0.1:9000/public//loading.css | 404 | Duration : 0.20ms 
[2024-05-15 10:45:20] | URL : http://127.0.0.1:9000/public//custom.css | 404 | Duration : 0.22ms 
[2024-05-15 10:45:20] | URL : http://127.0.0.1:9000/public//clock.css | 404 | Duration : 0.24ms 
[2024-05-15 10:45:22] | URL : http://127.0.0.1:9000/public//vendors/izitoast/css/iziToast.min.css | 404 | Duration : 0.45ms 
[2024-05-15 10:45:23] | URL : http://127.0.0.1:9000/public//vendors/daterangepicker/daterangepicker.css | 404 | Duration : 0.31ms 
[2024-05-15 10:45:24] | URL : http://127.0.0.1:9000/public/firebaseConfig.js | 404 | Duration : 0.31ms 
[2024-05-15 10:45:25] | URL : http://127.0.0.1:9000/public//dist/img/businessman.png | 404 | Duration : 0.41ms 
[2024-05-15 10:45:26] | URL : http://127.0.0.1:9000/public//dist/img/avatar3.jpg | 404 | Duration : 0.40ms 
[2024-05-15 10:45:31] | URL : http://127.0.0.1:9000/public//dist/img/avatar10.jpg | 404 | Duration : 0.88ms 
[2024-05-15 10:45:33] | URL : http://127.0.0.1:9000/public/uploads/logo/1712268893_faviconbapas.png | 404 | Duration : 0.39ms 
[2024-05-15 10:45:35] | URL : http://127.0.0.1:9000/public//vendors/jquery/dist/jquery.min.js | 404 | Duration : 0.35ms 
[2024-05-15 10:45:36] | URL : http://127.0.0.1:9000/public//vendors/jquery-toast-plugin/dist/jquery.toast.min.js | 404 | Duration : 0.33ms 
[2024-05-15 10:45:38] | URL : http://127.0.0.1:9000/public//vendors/bootstrap/dist/js/bootstrap.bundle.min.js | 404 | Duration : 0.35ms 
[2024-05-15 10:45:39] | URL : http://127.0.0.1:9000/public//vendors/@amcharts/amcharts4/core.js | 404 | Duration : 0.21ms 
[2024-05-15 10:45:40] | URL : http://127.0.0.1:9000/public//vendors/@amcharts/amcharts4/maps.js | 404 | Duration : 0.27ms 
[2024-05-15 10:45:42] | URL : http://127.0.0.1:9000/public//vendors/@amcharts/amcharts4-geodata/worldLow.js | 404 | Duration : 0.27ms 
[2024-05-15 10:45:43] | URL : http://127.0.0.1:9000/public//vendors/@amcharts/amcharts4-geodata/worldHigh.js | 404 | Duration : 0.19ms 
[2024-05-15 10:45:43] | URL : http://127.0.0.1:9000/public//vendors/@amcharts/amcharts4/themes/animated.js | 404 | Duration : 0.23ms 
[2024-05-15 10:45:44] | URL : http://127.0.0.1:9000/public//vendors/apexcharts/dist/apexcharts.min.js | 404 | Duration : 0.28ms 
[2024-05-15 10:45:45] | URL : http://127.0.0.1:9000/public//dist/js/feather.min.js | 404 | Duration : 0.21ms 
[2024-05-15 10:45:46] | URL : http://127.0.0.1:9000/public//dist/js/dropdown-bootstrap-extended.js | 404 | Duration : 0.58ms 
[2024-05-15 10:45:47] | URL : http://127.0.0.1:9000/public//vendors/simplebar/dist/simplebar.min.js | 404 | Duration : 0.34ms 
[2024-05-15 10:45:48] | URL : http://127.0.0.1:9000/public//vendors/datatables.net/js/jquery.dataTables.min.js | 404 | Duration : 0.24ms 
[2024-05-15 10:45:49] | URL : http://127.0.0.1:9000/public//vendors/datatables.net-bs5/js/dataTables.bootstrap5.min.js | 404 | Duration : 0.22ms 
[2024-05-15 10:45:49] | URL : http://127.0.0.1:9000/public//vendors/datatables.net-buttons/js/dataTables.buttons.min.js | 404 | Duration : 0.31ms 
[2024-05-15 10:45:50] | URL : http://127.0.0.1:9000/public//vendors/datatables.net-select/js/dataTables.select.min.js | 404 | Duration : 0.21ms 
[2024-05-15 10:45:51] | URL : http://127.0.0.1:9000/public//vendors/datatables.net-responsive/js/dataTables.responsive.min.js | 404 | Duration : 0.20ms 
[2024-05-15 10:45:52] | URL : http://127.0.0.1:9000/public//vendors/daterangepicker/daterangepicker.js | 404 | Duration : 0.43ms 
[2024-05-15 10:45:53] | URL : http://127.0.0.1:9000/public//dist/js/daterangepicker-data.js | 404 | Duration : 0.21ms 
[2024-05-15 10:45:54] | URL : http://127.0.0.1:9000/public//vendors/sweetalert2/dist/sweetalert2.min.js | 404 | Duration : 0.33ms 
[2024-05-15 10:45:55] | URL : http://127.0.0.1:9000/public//vendors/moment/min/moment.min.js | 404 | Duration : 0.48ms 
[2024-05-15 10:45:56] | URL : http://127.0.0.1:9000/public//vendors/leaflet/leaflet.js | 404 | Duration : 0.22ms 
